TEAM,NAME,WEIGHT (kg),HEIGHT (m),AGE,BIRTH DATE,PRIMARY ROLE,NATIONALITY,TOTAL CAPS,6N CAPS,TOTAL TRIES,6N TRIES,TOTAL DROPS,6N DROPS,TOTAL PENALTY,6N PENALTY,TOTAL CONVERSIONS,6N CONVERSIONS,TOTAL YC,6N YC,TOTAL RC,6N RC,TOTAL MIN PLAYED,6N MIN PLAYED,TOTAL STARTING,6N STARTER,STATUS,FIRST INTERNATIONAL,LAST INTERNATIONAL
FRA,Kevin Gourdon,103,1.90,35,23/01/90,FL,France,19,6,0,0,0,0,0,0,0,0,0,0,0,0,1399,500,18,6,Inactive,2016,2018
FRA,Leo Barre,89,1.89,22,20/08/02,FB,France,7,3,3,3,0,0,0,0,0,0,0,0,0,0,504,240,7,3,Active,2024,2025
FRA,Lionel Beauxis,90,1.80,39,24/10/85,FH,France,27,16,1,0,4,3,31,15,22,8,0,0,0,0,1202,663,14,7,Inactive,2007,2018
FRA,Loann Goujon,114,1.94,35,23/04/89,N8,France,17,11,1,0,0,0,0,0,0,0,0,0,0,0,643,356,8,4,Inactive,2014,2017
FRA,Louis Bielle-Biarrey,84,1.85,21,19/06/03,W,France,19,9,18,9,0,0,0,0,0,0,0,0,0,0,1391,646,17,8,Active,2023,2025
FRA,Louis Carbonel,88,1.80,26,04/02/99,FH,France,6,1,0,0,0,0,4,0,2,0,0,0,0,0,225,20,2,0,Active,2020,2020
FRA,Louis Picamoles,118,1.92,39,05/02/86,N8,France,82,33,10,5,0,0,0,0,0,0,3,1,0,0,4637,1860,62,24,Inactive,2008,2019
FRA,Marco Tauleigne,118,1.91,31,30/08/93,N8,France,5,5,0,0,0,0,0,0,0,0,0,0,0,0,311,311,4,4,Active,2018,2018
FRA,Mathieu Babillot,111,1.90,31,09/09/93,FL,France,5,1,0,0,0,0,0,0,0,0,0,0,0,0,246,55,2,0,Active,2018,2019
FRA,Mathieu Bastareaud,125,1.83,36,17/09/88,C,France,54,30,5,4,0,0,0,0,0,0,0,0,0,0,3181,1845,38,23,Inactive,2009,2019
FRA,Matthieu Jalibert,86,1.84,26,06/11/98,FH,France,35,16,3,1,1,0,9,5,22,14,0,0,0,0,1752,687,22,9,Active,2018,2025
FRA,Matthis Lebel,91,1.85,25,25/03/99,W,France,6,2,2,0,0,0,0,0,0,0,0,0,0,0,336,81,4,1,Active,2021,2024
FRA,Maxime Lucu,83,1.77,32,12/01/93,SH,France,30,15,1,1,0,0,1,0,2,1,0,0,0,0,827,383,10,4,Active,2021,2025
FRA,Maxime Machenaud,87,1.74,36,30/12/88,SH,France,38,22,1,0,0,0,38,29,15,10,0,0,0,0,1777,1040,23,12,Active,2012,2019
FRA,Maxime Medard,88,1.80,38,16/11/86,FB,France,65,25,14,8,1,0,0,0,0,0,0,0,0,0,4313,1689,55,21,Inactive,2008,2019
FRA,Maxime Mermoz,93,1.81,38,28/07/86,C,France,35,15,3,1,0,0,0,0,0,0,0,0,0,0,2120,813,27,10,Inactive,2008,2016
FRA,Melvyn Jaminet,85,1.80,25,30/06/99,FB,France,21,7,2,0,0,0,46,12,33,9,0,0,0,0,1152,388,14,5,Active,2021,2024
FRA,Mickael Guillard,113,1.97,24,10/12/00,L,France,10,5,1,1,0,0,0,0,0,0,0,0,0,0,383,187,4,3,Active,2024,2025
FRA,Mohamed Haouas,127,1.85,31,09/03/94,P,France,16,13,0,0,0,0,0,0,0,0,2,2,2,2,764,631,13,11,Active,2020,2023
FRA,Morgan Parra,83,1.80,36,15/11/88,SH,France,72,33,3,1,1,1,84,39,47,24,1,1,0,0,3455,1610,46,21,Inactive,2008,2019
FRA,Nicolas Depoortere,94,1.94,22,13/01/03,C,France,2,2,0,0,0,0,0,0,0,0,0,0,0,0,131,131,2,2,Active,2024,2024
FRA,Nicolas Mas,108,1.79,44,25/05/80,P,France,85,38,1,0,0,0,0,0,0,0,1,1,0,0,4567,2244,66,36,Inactive,2003,2015
FRA,Noa Nakaitaci,96,1.90,34,11/07/90,W,Fiji,15,7,2,1,0,0,0,0,0,0,0,0,0,0,1220,580,15,7,Inactive,2015,2017
FRA,Nolann Le Garrec,75,1.75,22,14/05/02,SH,France,11,9,2,2,0,0,0,0,0,0,0,0,0,0,297,266,2,2,Active,2023,2025
FRA,Oscar Jegou,90,1.90,21,31/05/03,FL,France,6,5,1,1,0,0,0,0,0,0,0,0,0,0,231,151,1,0,Active,2024,2025
FRA,Pascal Pape,115,1.96,44,05/10/80,L,France,65,27,5,1,0,0,1,1,0,0,1,1,0,0,4178,1626,57,22,Inactive,2004,2015
FRA,Paul Boudehent,107,1.92,25,21/11/99,FL,France,19,10,5,2,0,0,0,0,0,0,0,0,0,0,886,452,11,6,Active,2023,2025
FRA,Paul Gabrillagues,119,1.99,31,03/06/93,L,France,18,8,2,2,0,0,0,0,0,0,1,0,0,0,775,385,11,5,Active,2017,2024
FRA,Paul Jedrasiak,121,2.00,32,06/02/93,L,France,10,5,0,0,0,0,0,0,0,0,0,0,0,0,341,182,2,2,Active,2016,2017
FRA,Paul Willemse,129,2.01,32,13/11/92,L,South Africa,32,24,2,2,0,0,0,0,0,0,1,2,1,2,1603,1256,26,21,Active,2019,2024
FRA,Peato Mauvaka,112,1.80,28,10/01/97,H,France,42,20,11,1,0,0,0,0,0,0,0,0,0,0,1693,679,19,8,Active,2020,2025
FRA,Pierre Bourgarit,105,1.84,27,12/09/97,H,France,14,3,1,0,0,0,0,0,0,0,0,0,0,0,410,44,3,0,Active,2018,2023
FRA,Pierre-Louis Barassi,102,1.88,26,22/04/98,C,France,7,4,2,1,0,0,0,0,0,0,0,0,0,0,429,286,5,4,Active,2019,2025
FRA,Posolo Tuilagi,149,1.94,20,28/07/04,L,Samoa,5,3,0,0,0,0,0,0,0,0,0,0,0,0,170,107,1,1,Active,2024,2024
FRA,Rabah Slimani,124,1.78,35,18/10/89,P,France,57,24,4,1,0,0,0,0,0,0,3,0,1,1,2705,1118,35,14,Active,2013,2019
FRA,Reda Wardi,111,1.85,29,02/08/95,P,France,18,6,0,0,0,0,0,0,0,0,0,0,0,0,636,140,3,0,Active,2022,2024
FRA,Remi Lamerat,106,1.84,35,14/01/90,C,France,18,10,2,1,0,0,0,0,0,0,0,0,0,0,1043,585,14,8,Inactive,2014,2018
FRA,Remi Tales,93,1.86,40,02/05/84,FH,France,24,6,0,0,0,0,0,0,0,0,1,0,0,0,897,178,8,1,Inactive,2013,2015
FRA,Remy Grosso,104,1.91,36,04/12/88,W,France,5,3,2,0,0,0,0,0,0,0,0,0,0,0,379,240,5,3,Inactive,2015,2018
FRA,Romain Ntamack,94,1.86,25,01/05/99,FH,France,41,26,7,5,1,1,19,13,30,14,0,0,1,1,2626,1782,35,23,Active,2019,2025
FRA,Romain Taofifenua,135,2.00,34,14/09/90,L,France,55,30,3,3,0,0,0,0,0,0,1,0,0,0,1864,814,15,4,Active,2012,2025
FRA,Rory Kockott,92,1.80,38,25/06/86,FH,South Africa,11,4,0,0,0,0,3,1,3,0,0,0,0,0,296,168,2,2,Inactive,2014,2015
FRA,Scott Spedding,98,1.88,38,04/05/86,FB,South Africa,24,9,1,1,0,0,7,2,0,0,0,0,0,0,1855,686,24,9,Inactive,2014,2017
FRA,Sebastien Bezy,78,1.74,33,22/11/91,SH,France,8,5,0,0,0,0,0,0,0,0,0,0,0,0,185,145,2,2,Active,2016,2020
FRA,Sebastien Taofifenua,130,1.78,32,21/03/92,P,France,9,4,0,0,0,0,0,0,0,0,0,0,0,0,247,118,0,0,Active,2017,2024
FRA,Sebastien Tillous-Borde,93,1.76,39,29/04/85,SH,France,19,7,3,1,0,0,0,0,0,0,0,0,0,0,1003,303,14,4,Inactive,2008,2015
FRA,Sebastien Vahaamahina,127,2.03,33,21/10/91,L,France,45,20,1,0,0,0,0,0,0,0,1,1,1,0,2576,1178,32,15,Inactive,2012,2019
FRA,Sekou Macalou,108,1.95,29,20/04/95,FL,France,22,5,2,0,0,0,0,0,0,0,0,0,0,0,793,72,6,0,Active,2017,2023
FRA,Sipili Falatea,116,1.83,27,06/06/97,P,France,14,5,1,0,0,0,0,0,0,0,0,0,0,0,504,197,1,0,Active,2021,2023
FRA,Sofiane Guitoune,97,1.86,35,27/03/89,C,Algeria,9,1,3,0,0,0,0,0,0,0,0,0,0,0,692,80,9,1,Active,2013,2019
FRA,Swan Rebbadj,121,2.02,30,15/01/95,L,France,3,2,1,1,0,0,0,0,0,0,0,0,0,0,150,144,1,1,Active,2020,2021
FRA,Teddy Thomas,98,1.85,31,18/09/93,W,France,28,13,15,6,0,0,0,0,0,0,0,0,0,0,1972,797,26,11,Active,2014,2021
FRA,Theo Attissogbe,82,1.81,20,19/11/04,W,France,5,2,5,3,0,0,0,0,0,0,0,0,0,0,392,160,5,2,Active,2024,2025
FRA,Thibaud Flament,116,2.03,27,29/04/97,L,France,32,14,6,3,0,0,0,0,0,0,0,0,0,0,1822,854,24,10,Active,2021,2025
FRA,Thierry Dusautoir,95,1.88,43,18/11/81,FL,Ivory Coast,80,34,6,1,0,0,0,0,0,0,0,0,0,0,6112,2670,79,34,Inactive,2006,2015
FRA,Thomas Lavault,108,1.99,25,03/05/99,L,France,2,1,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,Active,2022,2023
FRA,Thomas Ramos,87,1.78,29,23/07/95,FB,France,47,27,6,4,1,1,73,32,99,52,0,0,0,0,2589,1380,32,17,Active,2019,2025
FRA,Uini Atonio,147,1.97,34,26/03/90,P,New Zealand,68,36,2,1,0,0,0,0,0,0,2,2,0,0,2804,1438,43,22,Active,2014,2025
FRA,Vincent Debaty,122,1.90,43,02/10/81,P,Belgium,38,17,1,1,0,0,0,0,0,0,0,0,0,0,1212,514,6,2,Inactive,2006,2015
FRA,Vincent Pelo,137,1.87,36,22/04/88,P,France,2,2,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,Active,2016,2016
FRA,Vincent Rattez,89,1.81,32,24/03/92,W,France,8,3,1,1,0,0,0,0,0,0,0,0,0,0,402,236,5,3,Active,2017,2020
FRA,Virimi Vakatawa,98,1.85,32,01/05/92,C,Fiji,32,18,10,3,0,0,0,0,0,0,1,1,0,0,2353,1334,31,18,Inactive,2014,2017
FRA,Wenceslas Lauret,103,1.88,35,28/03/89,FL,France,28,15,1,0,0,0,0,0,0,0,0,0,0,0,1870,961,25,13,Inactive,2010,2019
FRA,Wesley Fofana,93,1.82,37,20/01/88,C,France,48,19,16,8,0,0,0,0,0,0,0,0,0,0,3673,1496,47,19,Inactive,2012,2019
FRA,Xavier Chiocci,123,1.81,35,13/02/90,P,France,10,3,0,0,0,0,0,0,0,0,1,1,0,0,274,76,2,0,Active,2014,2017
FRA,Yacouba Camara,112,1.95,30,02/06/94,FL,France,17,10,0,0,0,0,0,0,0,0,0,0,0,0,1056,671,14,9,Active,2016,2019
FRA,Yoann Huget,97,1.90,37,02/06/87,W,France,64,30,14,7,0,0,0,0,0,0,1,1,0,0,4463,2025,56,25,Inactive,2010,2019
FRA,Yoann Maestri,119,2.02,37,14/01/88,L,France,71,30,1,1,0,0,0,0,0,0,1,0,1,0,4977,2059,66,27,Inactive,2012,2018
FRA,Yoram Moefana,95,1.83,24,18/07/00,C,France,36,19,6,3,0,0,0,0,0,0,0,0,0,0,2163,1095,25,12,Active,2020,2025
IRE,Andrew Conway,91,1.80,33,11/07/91,W,Ireland,30,11,14,3,0,0,1,0,0,0,1,0,0,0,1854,720,23,8,Inactive,2017,2022
IRE,Andrew Porter,125,1.85,29,16/01/96,P,Ireland,75,35,6,3,0,0,0,0,0,0,1,0,0,0,3815,1792,50,23,Active,2017,2025
IRE,Andrew Trimble,97,1.88,40,20/10/84,W,Northern Ireland,69,32,17,7,0,0,0,0,0,0,1,0,0,0,4530,2100,57,26,Inactive,2005,2017
IRE,Billy Burns,87,1.83,30,13/06/94,FH,England,8,4,1,0,0,0,6,2,3,0,0,0,0,0,200,70,2,1,Active,2020,2021
IRE,Bundee Aki,101,1.78,34,07/04/90,C,New Zealand,65,34,18,6,0,0,0,0,0,0,0,0,2,1,4365,2218,58,30,Active,2017,2025
IRE,Caelan Doris,106,1.93,26,02/04/98,N8,Ireland,51,23,9,2,0,0,0,0,0,0,2,1,0,0,3618,1576,49,22,Active,2020,2025
IRE,Calvin Nash,90,1.80,27,08/08/97,W,Ireland,10,7,3,3,0,0,0,0,0,0,1,1,0,0,580,420,9,7,Active,2023,2025
IRE,Chris Farrell,110,1.91,32,16/03/93,C,Northern Ireland,15,15,4,1,0,0,0,0,0,0,0,0,0,0,994,268,12,3,Active,2017,2021
IRE,Christiaan Johan Stander,115,1.89,34,05/04/90,N8,South Africa,51,28,12,8,0,0,0,0,0,0,1,1,1,0,3727,2116,48,27,Inactive,2016,2021
IRE,Cian Healy,117,1.85,37,07/10/87,P,Ireland,138,67,13,7,0,0,0,0,0,0,2,1,0,0,6493,3285,87,44,Inactive,2009,2025
IRE,Ciaran Frawley,98,1.91,27,04/12/97,C,Australia,8,3,1,1,2,0,0,0,1,0,0,0,0,0,293,126,1,1,Active,2023,2024
IRE,Conor Murray,94,1.88,35,20/04/89,SH,Ireland,126,62,18,10,0,0,5,2,5,3,4,4,0,0,6696,3419,91,47,Inactive,2011,2025
IRE,Craig Casey,76,1.65,25,19/04/99,SH,Ireland,19,7,1,0,0,0,0,0,0,0,0,0,0,0,593,213,6,2,Active,2021,2024
IRE,Craig Gilroy,93,1.83,34,11/03/91,W,Northern Ireland,11,5,8,4,0,0,0,0,0,0,0,0,0,0,721,331,9,4,Inactive,2012,2017
IRE,Dan Leavy,106,1.91,30,23/05/94,FL,Ireland,11,6,3,1,0,0,0,0,0,0,0,0,0,0,551,379,6,4,Inactive,2016,2018
IRE,Dan Sheehan,110,1.91,26,17/09/98,H,Ireland,32,19,15,13,0,0,0,0,0,0,0,0,0,0,1623,1009,23,14,Active,2021,2025
IRE,Dave Heffernan,111,1.87,34,31/01/91,H,Ireland,7,2,1,1,0,0,0,0,0,0,0,0,0,0,142,53,0,0,Active,2017,2022
IRE,Dave Kearney,91,1.80,35,19/06/89,W,Ireland,20,7,6,0,0,0,0,0,0,0,0,0,0,0,1298,439,16,6,Inactive,2013,2019
IRE,Dave Kilcoyne,112,1.85,36,14/12/88,P,Ireland,57,22,2,0,0,0,0,0,0,0,0,0,0,0,1698,527,14,3,Active,2012,2023
IRE,Devin Toner,126,2.11,38,29/06/86,L,Ireland,70,31,2,1,0,0,0,0,0,0,0,0,0,0,4173,1816,53,24,Inactive,2010,2020
IRE,Donnacha Ryan,114,2.01,41,11/12/83,L,Ireland,47,21,0,0,0,0,0,0,0,0,2,2,0,0,2259,1164,26,14,Inactive,2008,2017
IRE,Ed Byrne,115,1.80,31,09/09/93,P,Ireland,6,3,0,0,0,0,0,0,0,0,0,0,0,0,149,81,0,0,Active,2020,2021
IRE,Eoin Reddan,83,1.76,44,20/11/80,SH,Ireland,71,27,2,2,0,0,0,0,0,0,0,0,0,0,2369,858,25,9,Inactive,2006,2016
IRE,Felix Jones,90,1.85,37,05/08/87,FB,Ireland,13,2,3,0,0,0,0,0,0,0,0,0,0,0,495,23,5,0,Inactive,2011,2015
IRE,Fergus McFadden,93,1.80,38,17/06/86,W,Ireland,35,18,12,4,0,0,0,0,0,0,0,0,0,0,1527,493,16,4,Inactive,2011,2018
IRE,Finlay Bealham,123,1.89,33,09/10/91,P,Australia,53,20,3,1,0,0,0,0,0,0,1,0,0,0,1568,652,17,8,Active,2016,2025
IRE,Garry Ringrose,92,1.86,30,26/01/95,C,Ireland,68,29,15,5,0,0,0,0,0,0,0,0,1,1,4633,2029,58,27,Active,2016,2025
IRE,Gus McCarthy,107,1.78,21,23/07/03,H,Ireland,4,2,2,0,0,0,0,0,0,0,0,0,0,0,110,16,1,0,Active,2024,2025
IRE,Harry Byrne,95,1.91,25,22/04/99,FH,Ireland,4,2,0,0,0,0,0,0,5,1,1,1,0,0,90,33,0,0,Active,2021,2024
IRE,Hugo Keenan,92,1.85,28,18/06/96,FB,Ireland,46,23,13,7,0,0,0,0,0,0,0,0,0,0,3557,1770,46,23,Active,2020,2025
IRE,Iain Henderson,116,1.98,33,21/02/92,L,Northern Ireland,87,39,6,2,0,0,0,0,0,0,1,0,0,0,4024,1534,47,16,Active,2012,2025
IRE,Ian Keatley,92,1.80,37,01/04/87,FH,Ireland,13,2,3,0,0,0,17,4,20,1,0,0,0,0,649,71,8,1,Inactive,2009,2017
IRE,Ian Madigan,91,1.81,35,21/03/89,FH,Ireland,31,12,2,1,0,0,19,1,27,4,0,0,0,0,852,148,6,0,Inactive,2013,2016
IRE,Isaac Boss,89,1.79,44,09/04/80,SH,New Zealand,21,5,3,1,0,0,0,0,0,0,0,0,0,0,689,102,8,1,Inactive,2006,2015
IRE,Jack Boyle,113,1.85,23,10/03/02,P,Ireland,2,2,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,Active,2025,2025
IRE,Jack Carty,92,1.83,32,31/08/92,FH,Ireland,11,4,0,0,0,0,2,0,5,1,0,0,0,0,311,36,2,1,Active,2019,2022
IRE,Jack Conan,111,1.93,32,29/07/92,N8,Ireland,51,28,13,8,0,0,0,0,0,0,0,0,0,0,2377,1111,24,10,Active,2015,2025
IRE,Jack Crowley,90,1.85,25,13/01/00,FH,Ireland,25,11,2,1,1,0,16,7,34,16,0,0,0,0,1159,538,13,6,Active,2022,2025
IRE,Jack McGrath,121,1.85,35,11/10/89,P,Ireland,58,26,2,2,0,0,0,0,0,0,1,0,0,0,2667,1144,34,14,Inactive,2013,2019
IRE,Jacob Stockdale,103,1.91,28,03/04/96,W,Northern Ireland,38,16,19,10,0,0,0,0,0,0,1,0,0,0,2850,1262,37,16,Active,2017,2024
IRE,James Cronin,118,1.84,34,23/11/90,P,Ireland,7,5,0,0,0,0,0,0,0,0,0,0,0,0,227,88,2,0,Active,2014,2016
IRE,James Hume,98,1.88,26,07/09/98,C,Northern Ireland,3,2,0,0,0,0,0,0,0,0,0,0,0,0,131,51,1,0,Active,2021,2022
IRE,James Lowe,105,1.88,32,08/07/92,W,New Zealand,40,21,17,11,0,0,0,0,0,0,0,0,0,0,3126,1668,40,21,Active,2020,2025
IRE,James Ryan,115,2.01,28,24/07/96,L,Ireland,72,32,5,2,0,0,0,0,0,0,2,1,0,0,4549,2029,62,28,Active,2017,2025
IRE,James Tracy,107,1.84,33,02/04/91,H,Ireland,6,1,1,0,0,0,0,0,0,0,0,0,0,0,144,18,1,0,Inactive,2016,2017
IRE,Jamie Heaslip,110,1.93,41,15/12/83,N8,Ireland,97,45,13,9,0,0,0,0,0,0,1,0,1,0,7362,3507,94,44,Inactive,2006,2017
IRE,Jamie Osborne,98,1.93,23,16/11/01,C,Ireland,7,2,2,1,0,0,0,0,0,0,0,0,0,0,346,160,5,2,Active,2024,2025
IRE,Jamison Gibson-Park,83,1.75,33,23/02/92,SH,New Zealand,44,24,7,4,0,0,0,0,0,0,0,0,0,0,2588,1336,36,18,Active,2020,2025
IRE,Jared Payne,98,1.83,39,13/10/85,FB,New Zealand,20,10,4,2,0,0,0,0,0,0,0,0,0,0,1504,768,20,10,Inactive,2014,2017
IRE,Jeremy Loughman,120,1.83,29,22/07/95,P,United States,5,1,0,0,0,0,0,0,0,0,0,0,0,0,185,25,1,0,Active,2022,2024
IRE,Jimmy O'Brien,90,1.83,28,27/11/96,FB,Ireland,8,2,1,0,0,0,0,0,0,0,0,0,0,0,373,46,4,0,Active,2022,2023
IRE,Joe McCarthy,119,1.98,23,26/03/01,L,United States,19,8,2,0,0,0,0,0,0,0,2,1,0,0,1070,451,15,7,Active,2022,2025
IRE,Joey Carbery,86,1.83,29,01/11/95,FH,New Zealand,38,12,2,1,0,0,14,2,57,11,0,0,0,0,1197,283,12,2,Active,2016,2022
IRE,John Cooney,87,1.78,34,01/05/90,SH,Ireland,11,7,1,1,0,0,0,0,1,1,0,0,0,0,176,92,1,0,Active,2017,2020
IRE,John Ryan,121,1.85,36,02/08/88,P,Ireland,25,9,1,0,0,0,0,0,0,0,0,0,0,0,651,117,6,0,Active,2016,2021
IRE,Johnny Sexton,92,1.88,39,11/07/85,FH,Ireland,125,60,19,7,3,2,215,107,181,102,2,2,0,0,8008,4014,114,56,Inactive,2009,2023
IRE,Jordan Larmour,91,1.78,27,10/06/97,W,Ireland,32,17,7,2,0,0,0,0,0,0,0,0,0,0,1441,605,14,6,Active,2018,2024
IRE,Jordi Murphy,106,1.88,33,22/04/91,FL,Spain,31,11,3,0,0,0,0,0,0,0,0,0,0,0,1387,325,16,3,Inactive,2014,2019
IRE,Josh Van Der Flier,105,1.83,31,25/04/93,FL,Ireland,73,35,13,4,0,0,0,0,0,0,0,0,0,0,4774,2191,63,30,Active,2016,2025
IRE,Keith Earls,92,1.78,37,02/10/87,W,Ireland,103,45,36,14,0,0,0,0,0,0,0,0,0,0,6726,3113,86,39,Inactive,2008,2023
IRE,Kieran Marmion,85,1.80,33,11/02/92,SH,England,34,12,5,0,0,0,0,0,0,0,0,0,0,0,820,195,8,1,Active,2014,2020
IRE,Kieran Treadwell,117,1.99,29,06/11/95,L,England,11,3,1,1,0,0,0,0,0,0,0,0,0,0,229,44,2,0,Active,2017,2023
IRE,Luke Fitzgerald,92,1.85,37,13/09/87,W,Ireland,35,16,4,2,0,0,0,0,0,0,0,0,0,0,1970,906,23,10,Inactive,2006,2016
IRE,Luke McGrath,84,1.75,32,03/02/93,SH,Canada,20,2,3,0,0,0,0,0,0,0,0,0,0,0,540,12,4,0,Active,2016,2019
IRE,Mack Hansen,89,1.88,26,27/03/98,W,Australia,28,12,12,4,0,0,0,0,0,0,0,0,0,0,2078,939,27,12,Active,2022,2025
IRE,Marty Moore,126,1.80,34,01/03/91,P,Ireland,10,10,0,0,0,0,0,0,0,0,0,0,0,0,227,227,0,0,Inactive,2014,2015
IRE,Max Deegan,110,1.93,28,01/10/96,N8,Ireland,2,1,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,0,Active,2020,2022
IRE,Mike Lowry,80,1.71,26,20/08/98,FB,Northern Ireland,1,1,2,2,0,0,0,0,0,0,0,0,0,0,80,80,1,1,Active,2022,2022
IRE,Mike McCarthy,108,1.93,43,27/11/81,L,England,20,8,0,0,0,0,0,0,0,0,0,0,0,0,900,440,12,6,Inactive,2011,2016
IRE,Mike Ross,127,1.88,45,21/12/79,P,Ireland,62,28,0,0,0,0,0,0,0,0,0,0,0,0,3978,1833,60,28,Inactive,2009,2016
IRE,Nathan White,122,1.88,43,04/09/81,P,New Zealand,13,5,0,0,0,0,0,0,0,0,0,0,0,0,447,190,4,2,Inactive,2015,2016
IRE,Niall Scannell,111,1.85,32,08/04/92,H,Ireland,21,8,1,0,0,0,0,0,0,0,0,0,0,0,711,157,9,1,Active,2017,2019
IRE,Oli Jager,127,1.92,29,05/07/95,P,England,1,1,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,Active,2024,2024
IRE,Paddy Jackson,89,1.80,33,05/01/92,FH,Northern Ireland,26,11,2,2,1,0,31,11,51,15,0,0,0,0,1320,426,15,5,Inactive,2013,2017
IRE,Paul O'Connell,111,1.98,45,20/10/79,L,Ireland,114,51,8,3,0,0,0,0,0,0,4,0,0,0,7882,3718,105,47,Inactive,2002,2015
IRE,Peter O'Mahony,108,1.91,35,17/09/89,FL,Ireland,114,55,5,1,0,0,0,0,0,0,5,3,1,1,6654,3291,88,42,Inactive,2012,2025
IRE,Quinn Roux,125,1.98,34,30/10/90,L,South Africa,16,6,3,1,0,0,0,0,0,0,0,0,0,0,702,215,8,2,Active,2016,2020
IRE,Rhys Ruddock,113,1.91,34,13/11/90,FL,Ireland,27,6,4,0,0,0,0,0,0,0,0,0,0,0,1240,184,13,1,Inactive,2010,2021
IRE,Richardt Strauss,98,1.74,39,29/01/86,H,South Africa,18,3,2,0,0,0,0,0,0,0,0,0,0,0,671,32,8,0,Inactive,2012,2016
IRE,Rob Herring,106,1.85,34,27/04/90,H,South Africa,43,17,6,1,0,0,0,0,0,0,0,0,0,0,1520,696,18,10,Active,2014,2025
IRE,Rob Kearney,95,1.85,38,26/03/86,FB,Ireland,95,48,15,4,0,0,0,0,1,1,1,0,0,0,6948,3640,90,45,Inactive,2007,2019
IRE,Robbie Diack,118,1.96,39,12/11/85,FL,South Africa,3,1,0,0,0,0,0,0,0,0,0,0,0,0,160,0,2,0,Inactive,2014,2014
IRE,Robbie Henshaw,100,1.91,31,12/06/93,C,Ireland,82,44,10,7,0,0,0,0,0,0,1,0,0,0,5465,2988,71,37,Active,2013,2025
IRE,Ronan Kelleher,108,1.85,27,24/01/98,H,Ireland,39,20,8,2,0,0,0,0,0,0,1,0,0,0,1478,594,19,6,Active,2020,2025
IRE,Rory Best,107,1.80,42,15/08/82,H,Northern Ireland,123,64,12,5,0,0,0,0,0,0,2,0,0,0,7349,3971,102,55,Inactive,2005,2019
IRE,Ross Byrne,95,1.93,29,08/04/95,FH,Ireland,23,12,0,0,0,0,8,3,16,8,0,0,0,0,624,233,4,1,Active,2018,2023
IRE,Ryan Baird,113,1.98,25,26/07/99,FL,Ireland,27,17,2,1,0,0,0,0,0,0,0,0,0,0,940,579,7,4,Active,2021,2025
IRE,Sam Prendergast,91,1.94,22,12/02/03,FH,Ireland,8,5,0,0,0,0,11,10,13,7,1,0,0,0,468,314,6,4,Active,2024,2025
IRE,Sean Cronin,103,1.80,38,06/05/86,H,Ireland,72,29,7,3,0,0,0,0,0,0,0,0,0,0,1580,350,11,1,Inactive,2009,2019
IRE,Sean O'Brien,108,1.88,38,14/02/87,FL,Ireland,56,14,4,2,0,0,0,0,0,0,0,0,0,0,1726,802,25,13,Inactive,2009,2019
IRE,Simon Zebo,94,1.88,35,16/03/90,FB,Ireland,36,15,9,1,0,0,0,0,0,0,0,0,0,0,2405,1061,30,14,Inactive,2012,2017
IRE,Stuart McCloskey,112,1.93,32,06/08/92,C,Northern Ireland,19,6,4,0,0,0,0,0,0,0,0,0,0,0,1144,353,15,5,Active,2016,2024
IRE,Tadhg Beirne,114,1.98,33,08/01/92,L,Ireland,61,24,12,5,0,0,0,0,0,0,2,1,0,0,3943,1757,51,24,Active,2018,2025
IRE,Tadhg Furlong,119,1.83,32,14/11/92,P,Ireland,79,36,5,1,0,0,0,0,0,0,0,0,0,0,4217,2021,64,31,Active,2015,2025
IRE,Tom Clarkson,118,1.85,25,22/02/00,P,Ireland,6,4,0,0,0,0,0,0,0,0,0,0,0,0,177,111,1,1,Active,2024,2025
IRE,Tom O'Toole,123,1.85,26,23/09/98,P,Ireland,16,6,0,0,0,0,0,0,0,0,0,0,0,0,449,147,2,0,Active,2021,2024
IRE,Tommy Bowe,106,1.91,41,22/02/84,W,Ireland,71,30,30,14,0,0,0,0,0,0,1,0,0,0,5398,2234,69,28,Inactive,2004,2017
IRE,Tommy O'Donnell,107,1.85,37,21/06/87,FL,Ireland,15,7,4,1,0,0,0,0,0,0,0,0,0,0,837,345,9,3,Inactive,2013,2019
IRE,Ultan Dillane,115,1.98,31,09/11/93,L,France,19,12,1,0,0,0,0,0,0,0,0,0,0,0,553,279,4,1,Active,2016,2021
IRE,Will Connors,105,1.96,28,04/04/96,FL,Ireland,9,6,3,3,0,0,0,0,0,0,0,0,0,0,433,327,5,4,Active,2020,2021
ITA,Alberto De Marchi,123,1.83,39,13/03/86,P,Italy,29,15,0,0,0,0,0,0,0,0,1,0,0,0,1077,564,11,5,Inactive,2012,2015
ITA,Alberto Lucchese,79,1.74,38,28/03/86,SH,Italy,2,2,0,0,0,0,0,0,0,0,0,0,0,0,35,35,0,0,Inactive,2016,2016
